,day,turnSpent,advUsed,location,combat,free?,items,meat,rounds,mox,mus,mys,effectsGained,clover,nativeMonster,hpGain,hpLoss,ncTitle,semirare,itemsUsed,skills,crafting,lineRange,freeNC,macroFrom
147,1,88,0,Crafting Adventure,N/A,1,['blood roll-up'],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 1 blood bag + 1 blackberry,"[4063, 4084]",1,[]
148,1,88,1,The Smut Orc Logging Camp,smut orc pipelayer,0,"['raging hardwood plank', 'long hard screw', 'orcish rubber']",126,2,18,18,35,[],,True,24,0,,,[],['CHILL OF THE TOMB!'],,"[4084, 4100]",,[]
149,1,89,1,The Smut Orc Logging Camp,smut orc screwer,0,"['messy butt joint', 'backwoods screwdriver']",129,2,9,13,51,[],,True,24,0,,,[],['CHILL OF THE TOMB!'],,"[4100, 4115]",,[]
150,1,90,1,The Smut Orc Logging Camp,smut orc screwer,0,"['messy butt joint', 'morningwood plank', 'backwoods screwdriver']",142,2,12,14,47,[],,True,24,0,,,[],['CHILL OF THE TOMB!'],,"[4115, 4131]",,[]
151,1,91,1,The Smut Orc Logging Camp,N/A,0,[],0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[4131, 4141]",,[]
152,1,92,1,The Smut Orc Logging Camp,smut orc jacker,0,"['morningwood plank', 'messy butt joint', 'orcish hand lotion']",118,2,15,14,43,[],,True,24,0,,,[],['CHILL OF THE TOMB!'],,"[4141, 4158]",,[]
153,1,93,1,The Smut Orc Logging Camp,smut orc nailer,0,"['long hard screw', 'weirdwood plank', 'orcish nailing lube', 'Nightmare Fuel']",105,2,20,11,41,[],,True,24,0,,,[],['CHILL OF THE TOMB!'],,"[4158, 4175]",,[]
154,1,94,1,The Smut Orc Logging Camp,smut orc screwer,0,"['long hard screw', 'raging hardwood plank', 'backwoods screwdriver']",148,2,17,12,48,[],,True,7,0,,,[],['CHILL OF THE TOMB!'],,"[4175, 4203]",,[]
155,1,95,1,The Smut Orc Logging Camp,smut orc jacker,0,"['weirdwood plank', 'messy butt joint', 'orcish hand lotion']",120,2,11,15,47,[],,True,7,0,,,[],['CHILL OF THE TOMB!'],,"[4203, 4219]",,[]
156,1,96,1,The Smut Orc Logging Camp,N/A,0,"['raging hardwood plank', 'thick caulk']",0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[4219, 4229]",,[]
157,1,97,1,The Smut Orc Logging Camp,smut orc screwer,0,"['messy butt joint', 'morningwood plank', 'backwoods screwdriver']",149,2,15,19,42,[],,True,7,0,,,[],['CHILL OF THE TOMB!'],,"[4229, 4247]",,[]
158,1,98,1,The Smut Orc Logging Camp,smut orc pipelayer,0,"['morningwood plank', 'long hard screw', 'orcish rubber']",138,2,15,17,39,[],,True,7,0,,,[],['CHILL OF THE TOMB!'],,"[4247, 4264]",,[]
159,1,99,1,The Smut Orc Logging Camp,smut orc pipelayer,0,"['raging hardwood plank', 'orcish rubber']",130,3,5,7,39,[],,True,7,0,,,[],"['MACROMETEORITE!', 'CHILL OF THE TOMB!']",,"[4264, 4282]",,['smut orc screwer']
160,1,100,1,The Smut Orc Logging Camp,N/A,0,['weirdwood plank'],0,-1,0,0,0,[],,,0,0,Blech House,,[],[],,"[4282, 4301]",,[]
161,1,101,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['metallic A', 'glowing red eye', 'photoprotoneutron torpedo', 'oversized pizza cutter', 'magilaser blastercannon']",12,2,54,32,86,[],,,12,0,,,[],['CHILL OF THE TOMB!'],,"[4301, 4325]",,[]
162,1,102,0,8-Bit Realm,Bullet Bill,1,[],0,1,0,0,0,[],,True,0,0,,,[],['KGB TRANQUILIZER DART!'],,"[4325, 4333]",,[]
163,1,102,0,8-Bit Realm,Zol,1,[],0,1,0,0,0,[],,True,0,0,,,[],['THROW LATTE ON OPPONENT!'],,"[4333, 4339]",,[]
164,1,102,1,8-Bit Realm,Blooper,0,"['white pixel', 'white pixel', 'white pixel']",10,4,7,5,20,[],,True,0,0,,,[],"['MACROMETEORITE!', 'OFFER LATTE TO OPPONENT!']",,"[4339, 4359]",,['Koopa Troopa']
165,1,103,1,8-Bit Realm,Blooper,0,"['white pixel', 'white pixel', 'white pixel']",13,3,15,9,30,[],,True,24,-4,,,[],['PERCEIVE SOUL!'],,"[4359, 4378]",,[]
166,1,104,1,8-Bit Realm,Blooper,0,"['white pixel', 'white pixel', 'white pixel']",11,2,14,14,27,[],,True,9,-4,,,[],[],,"[4378, 4396]",,[]
167,1,105,0,Crafting Adventure,N/A,1,['blood roll-up'],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 1 blood bag + 1 blackberry,"[4396, 4422]",1,[]
168,1,105,1,The Defiled Cranny,gaunt ghuol,0,"['ghuol egg', 'ghuol ears', 'dieting pill']",65,3,14,14,46,[],,True,24,-27,,,[],"['PERCEIVE SOUL!', 'PIERCING GAZE!']",,"[4422, 4447]",,[]
169,1,106,1,The Defiled Cranny,gaunt ghuol,0,"['ghuol egg', 'ghuol ears', 'dieting pill', 'Nightmare Fuel']",57,3,6,8,30,[],,True,24,-23,,,[],"['MACROMETEORITE!', 'PIERCING GAZE!']",,"[4447, 4473]",,['gluttonous ghuol']
170,1,107,0,"The Shore, Inc. Travel Agency",N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4473, 4482]",1,[]
171,1,107,1,The Black Forest,All Over the Map,0,"['blackberry', 'blackberry', 'blackberry']",12,2,22,22,56,[],,,24,-5,,,[],[],,"[4482, 4515]",,[]
172,1,108,1,The Black Forest,black friar,0,"['black label', 'Mornington crescent roll', ""black friar's tonsure""]",15,3,18,15,69,[],,True,24,-41,,,[],[],,"[4515, 4537]",,[]
173,1,109,1,The Black Forest,black widow,0,"['black pension check', 'black picnic basket']",141,2,22,24,54,[],,True,24,0,,,[],[],,"[4537, 4557]",,[]
174,1,110,1,The Black Forest,black adder,0,"['adder bladder', 'black snake skin']",268,2,20,18,51,[],,True,8,0,,,[],[],,"[4557, 4576]",,[]
175,1,111,1,The Black Forest,black magic woman,0,"['black eye shadow', 'black magic powder']",253,3,16,21,59,[],,True,1,-1,,,[],[],,"[4576, 4608]",,[]
176,1,112,0,The Penultimate Fantasy Airship,Protagonist,1,[],0,1,0,0,0,[],,True,0,0,,,[],['ASDON MARTIN: SPRING-LOADED FRONT BUMPER!'],,"[4608, 4616]",,[]
177,1,112,1,The Black Forest,N/A,0,['blackberry galoshes'],0,-1,0,0,0,[],,,0,0,All Over the Map,,[],[],,"[4616, 4630]",,[]
178,1,113,1,The Black Forest,black panther,0,['Black No. 2'],283,2,18,23,51,[],,True,20,-24,,,[],[],,"[4630, 4652]",,[]
179,1,114,1,The Black Forest,black friar,0,"['black cloak', 'black label', 'Mornington crescent roll', ""black friar's tonsure""]",12,2,20,19,52,[],,True,15,0,,,[],[],,"[4652, 4680]",,[]
180,1,115,3,"The Shore, Inc. Travel Agency",N/A,0,"[""your father's MacGuffin diary""]",0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4680, 4711]",,[]
181,1,118,0,The Haunted Ballroom,sausage goblin,1,['magical sausage casing'],219,3,82,72,203,[],,,25,-36,,,[],['PIERCING GAZE!'],,"[4711, 4733]",,[]
182,1,118,1,The Haunted Ballroom,floating platter of hors d'oeuvres,0,"['dehydrated caviar', 'desiccated apricot', 'flute of flat champagne', 'Pok&eacute;-Gro fertilizer']",15,2,46,40,60,[],,True,25,-19,,,[],['PIERCING GAZE!'],,"[4733, 4761]",,[]
183,1,119,1,The Haunted Ballroom,tapdancing skeleton,0,['tap shoes'],13,2,14,20,41,[],,True,14,-18,,,[],[],,"[4761, 4777]",,[]
184,1,120,1,The Haunted Ballroom,zombie waltzers,0,['dance card'],145,2,17,16,42,[],,True,14,-16,,,[],[],,"[4777, 4796]",,[]
185,1,121,1,The Haunted Ballroom,N/A,0,[],0,-1,0,0,0,[],,,0,0,We'll All Be Flat,,[],[],,"[4796, 4819]",,[]
186,1,122,0,The Haunted Wine Cellar,mad wino,1,[],0,1,0,0,0,[],,True,0,0,,,[],['REFLEX HAMMER!'],,"[4819, 4829]",,[]
187,1,122,0,The Haunted Wine Cellar,skeletal sommelier,1,[],0,1,0,0,0,[],,True,0,-31,,,[],['BALEFUL HOWL!'],,"[4829, 4853]",,[]
188,1,122,1,The Haunted Wine Cellar,possessed wine rack,0,"['dusty bottle of glassy Marsala', 'dusty bottle of spooky Pinot Noir', 'actual tapas', 'bottle of Chateau de Vinegar', 'Nightmare Fuel']",14,2,20,17,41,[],,True,0,-8,,,[],['PIERCING GAZE!'],,"[4853, 4874]",,[]
189,1,123,0,Crafting Adventure,N/A,1,['dusty bottle of blood'],0,-1,0,0,0,[],,,0,0,???,,[],[],Mix 1 dusty bottle of glassy Marsala + 1 blood bag,"[4874, 4878]",1,[]
190,1,123,0,Crafting Adventure,N/A,1,['dusty bottle of blood'],0,-1,0,0,0,[],,,0,0,???,,[],[],Mix 1 dusty bottle of spooky Pinot Noir + 1 blood bag,"[4878, 4898]",1,[]
191,1,123,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4898, 4907]",,[]
192,1,126,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4907, 4916]",,[]
193,1,129,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4916, 4924]",,[]
194,1,132,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4924, 4933]",,[]
195,1,135,0,"The Shore, Inc. Travel Agency",N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[4933, 4968]",1,[]
196,1,135,1,The Penultimate Fantasy Airship,N/A,0,['Tissue Paper Immateria'],0,-1,0,0,0,[],,,0,0,Gesundheitgeist!,,[],[],,"[4968, 4972]",,[]
197,1,136,1,The Penultimate Fantasy Airship,Burly Sidekick,0,"['Mohawk wig', 'cocoa eggshell fragment', 'tiny house']",329,2,26,16,37,[],,True,18,0,,,[],[],,"[4972, 4991]",,[]
198,1,137,1,The Penultimate Fantasy Airship,Irritating Series of Random Encounters,0,"['soft green echo eyedrop antidote', 'tiny house', 'cocoa eggshell fragment']",421,2,18,16,49,[],,True,0,0,,,[],[],,"[4991, 5009]",,[]
199,1,138,1,The Penultimate Fantasy Airship,N/A,0,['Tin Foil Immateria'],0,-1,0,0,0,[],,,0,0,Don't Chew on That Spirit!,,[],[],,"[5009, 5013]",,[]
200,1,139,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['metallic A', 'glowing red eye', 'photoprotoneutron torpedo', 'oversized pizza cutter', 'magilaser blastercannon']",14,2,17,23,49,[],,,0,0,,,[],[],,"[5013, 5034]",,[]
201,1,140,1,The Penultimate Fantasy Airship,Spunky Princess,0,"['tiny house', 'cocoa eggshell fragment']",319,2,22,13,45,[],,True,0,0,,,[],[],,"[5034, 5050]",,[]
202,1,141,1,The Penultimate Fantasy Airship,N/A,0,['Gauze Immateria'],0,-1,0,0,0,[],,,0,0,The Most Absorbent Spirit Ever,,[],[],,"[5050, 5073]",,[]
203,1,142,0,Crafting Adventure,N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 2 wad of dough + 2 soda water,"[5073, 5087]",1,[]
204,1,142,0,Crafting Adventure,N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 25 wad of dough + 25 soda water,"[5087, 5095]",1,[]
205,1,142,0,The Penultimate Fantasy Airship,MagiMechTech MechaMech,1,[],0,1,0,0,0,[],,True,0,0,,,[],['ASDON MARTIN: SPRING-LOADED FRONT BUMPER!'],,"[5095, 5103]",,[]
206,1,142,1,The Penultimate Fantasy Airship,N/A,0,['model airship'],0,-1,0,0,0,[],,,0,0,Random Lack of an Encounter,,[],[],,"[5103, 5109]",,[]
207,1,143,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['metallic A', 'glowing red eye', 'photoprotoneutron torpedo', 'oversized pizza cutter', 'magilaser blastercannon']",13,3,25,18,56,[],,,0,0,,,[],[],,"[5109, 5133]",,[]
208,1,144,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['metallic A', 'glowing red eye', 'photoprotoneutron torpedo', 'magilaser blastercannon']",11,4,24,20,53,[],,,3,-3,,,[],[],,"[5133, 5158]",,[]
209,1,145,0,Oil Peak,N/A,1,[],0,-1,0,0,0,[],,,0,0,"Pushin' Down on Me, Pushin' Down on You",,[],[],,"[5158, 5161]",1,[]
210,1,145,1,Oil Peak,oil cartel,0,"[""bubblin' crude"", ""bubblin' crude"", ""bubblin' crude""]",11,4,17,18,54,[],,True,77,-55,,,[],['DARK FEAST!'],,"[5161, 5185]",,[]
211,1,146,1,Oil Peak,oil cartel,0,"[""bubblin' crude"", ""bubblin' crude""]",12,4,14,19,56,[],,True,77,-48,,,[],['DARK FEAST!'],,"[5185, 5209]",,[]
212,1,147,1,Oil Peak,oil cartel,0,"[""bubblin' crude"", ""bubblin' crude""]",11,4,20,19,48,[],,True,74,-28,,,[],['DARK FEAST!'],,"[5209, 5233]",,[]
213,1,148,1,Oil Peak,oil cartel,0,"[""bubblin' crude"", ""bubblin' crude""]",14,4,20,19,49,[],,True,74,-56,,,[],['DARK FEAST!'],,"[5233, 5257]",,[]
214,1,149,1,The Copperhead Club,N/A,0,[],0,-1,0,0,0,[],,,0,0,Welcome to the Copperhead Club,,[],[],,"[5257, 5268]",,[]
215,1,150,1,The Batrat and Ratbat Burrow,batrat,0,"['batgut', 'bat wing', 'bat guano', 'sonar-in-a-biscuit', 'rat appendix', 'Nightmare Fuel']",61,2,9,18,44,[],,True,5,0,,,[],[],,"[5268, 5289]",,[]
216,1,151,1,The Batrat and Ratbat Burrow,sausage goblin,1,[],0,2,0,0,0,[],,,0,-155,,,[],[],,"[5289, 5303]",,[]
217,1,152,0,A-Boo Peak,N/A,1,[],0,-1,0,0,0,[],,,0,0,Faction Traction = Inaction,,[],[],,"[5303, 5306]",1,[]
218,1,152,1,A-Boo Peak,Claybender Sorcerer Ghost,0,"['A-Boo clue', 'Polysniff Perfume', 'ectoplasmic orbs']",12,7,24,18,38,[],,True,15,-25,,,[],['PIERCING GAZE!'],,"[5306, 5336]",,[]
219,1,153,1,A-Boo Peak,Battlie Knight Ghost,0,"['A-Boo clue', 'Battlie Light Saver']",15,6,20,18,46,[],,True,15,-25,,,[],[],,"[5336, 5366]",,[]
220,1,154,1,Oil Peak,oil cartel,0,"[""bubblin' crude"", ""bubblin' crude"", ""bubblin' crude""]",12,4,16,18,40,[],,True,10,-33,,,[],"['PIERCING GAZE!', 'DARK FEAST!']",,"[5366, 5411]",,[]
221,1,155,1,The Copperhead Club,waiter dressed as a ninja,1,[],0,1,0,0,0,[],,True,0,-138,,,[],[],,"[5411, 5426]",,[]
222,1,156,1,The Copperhead Club,ninja dressed as a waiter,0,"['crappy waiter disguise', 'throwing knife', 'throwing fork', 'throwing spoon', 'ninja fear powder', ""li'l ninja costume""]",15,2,12,17,68,[],,True,18,-94,,,[],['PIERCING GAZE!'],,"[5426, 5453]",,[]
223,1,157,0,The Copperhead Club,N/A,1,[],0,-1,0,0,0,[],,,0,0,Behind the 'Stache,,[],[],,"[5453, 5463]",1,[]
224,1,157,1,A-Boo Peak,Space Tourist Explorer Ghost,0,"['A-Boo clue', 'Space Tours Tripple', 'ectoplasmic orbs']",11,5,21,14,48,[],,True,14,-22,,,[],[],,"[5463, 5488]",,[]
225,1,158,1,A-Boo Peak,Battlie Knight Ghost,0,"['A-Boo clue', 'Battlie Light Saver']",15,6,12,23,55,[],,True,75,-52,,,[],['DARK FEAST!'],,"[5488, 5517]",,[]
226,1,159,1,The Penultimate Fantasy Airship,N/A,0,['Plastic Wrap Immateria'],0,-1,0,0,0,[],,,0,0,Rip Rop Wrappety Do,,[],[],,"[5517, 5521]",,[]
227,1,160,0,The Penultimate Fantasy Airship,Protagonist,1,[],0,1,0,0,0,[],,True,0,0,,,[],['BALEFUL HOWL!'],,"[5521, 5529]",,[]
228,1,160,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['metallic A', 'glowing red eye', 'photoprotoneutron torpedo', 'magilaser blastercannon']",11,2,25,21,49,[],,,14,0,,,[],['PIERCING GAZE!'],,"[5529, 5554]",,[]
229,1,161,1,The Penultimate Fantasy Airship,Irritating Series of Random Encounters,0,"['soft green echo eyedrop antidote', 'tiny house', 'cocoa eggshell fragment']",421,2,16,28,48,[],,True,15,0,,,[],['PIERCING GAZE!'],,"[5554, 5574]",,[]
230,1,162,1,The Penultimate Fantasy Airship,Random Lack of an Encounter,0,"['metallic A', 'glowing red eye', 'photoprotoneutron torpedo', 'oversized pizza cutter']",10,2,28,15,54,[],,,3,0,,,[],['PIERCING GAZE!'],,"[5574, 5614]",,[]
231,1,163,1,The Defiled Cranny,gaunt ghuol,0,"['ghuol egg', 'ghuol ears', 'dieting pill']",72,3,9,6,26,[],,True,14,-21,,,[],"['MACROMETEORITE!', 'PIERCING GAZE!']",,"[5614, 5639]",,['gluttonous ghuol']
232,1,164,1,The Defiled Cranny,Death Rattlin',0,['Nightmare Fuel'],12,4,14,24,42,[],,,78,-40,,,[],"['PIERCING GAZE!', 'DARK FEAST!', 'PIERCING GAZE!']",,"[5639, 5680]",,[]
233,1,165,1,Hippy Camp,Bait and Switch,0,['reinforced beaded headband'],13,2,18,23,61,[],,,14,-22,,,[],['PIERCING GAZE!'],,"[5680, 5701]",,[]
234,1,166,1,Wartime Hippy Camp (Frat Disguise),War Hippy (space) cadet,0,['reinforced beaded headband'],11,2,20,16,65,[],,True,14,-22,,,[],['PIERCING GAZE!'],,"[5701, 5722]",,[]
235,1,167,1,Wartime Hippy Camp (Frat Disguise),The Thin Tie-Dyed Line,0,"['round purple sunglasses', 'bullet-proof corduroys']",15,2,17,22,58,[],,,26,-25,,,[],['PIERCING GAZE!'],,"[5722, 5744]",,[]
236,1,168,1,Wartime Hippy Camp (Frat Disguise),War Hippy (space) cadet,0,[],14,2,16,25,52,[],,True,26,-25,,,[],['PIERCING GAZE!'],,"[5744, 5761]",,[]
237,1,169,1,Wartime Hippy Camp (Frat Disguise),War Hippy (space) cadet,0,['round purple sunglasses'],10,2,19,23,51,[],,True,26,-23,,,[],['PIERCING GAZE!'],,"[5761, 5792]",,[]
238,1,170,1,Wartime Hippy Camp (Frat Disguise),The Thin Tie-Dyed Line,0,"['round purple sunglasses', 'bullet-proof corduroys']",13,2,23,20,52,[],,,26,-25,,,[],['PIERCING GAZE!'],,"[5792, 5814]",,[]
239,1,171,0,Crafting Adventure,N/A,1,['blood roll-up'],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 1 blood bag + 1 blackberry,"[5814, 5826]",1,[]
240,1,171,1,Wartime Hippy Camp (Frat Disguise),N/A,0,[],0,-1,0,0,0,[],,,0,0,Blockin' Out the Scenery,,[],[],,"[5826, 5855]",,[]
241,1,172,0,Crafting Adventure,N/A,1,['blood-soaked sponge cake'],0,-1,0,0,0,[],,,0,0,???,,[],[],Cook 1 gauze garter + 1 blood bag,"[5855, 5872]",1,[]
242,1,172,0,genie summoned monster,Green Ops Soldier,1,[],0,1,0,0,0,"[('Light-Headed', 1)]",,,0,-28,,,[],"['USE THE FORCE, CAPTAIN SCOTCH!!']",,"[5872, 5884]",,[]
243,1,172,1,The Defiled Cranny,???,0,"['ghuol ears', 'ghuol egg', 'ghuol guolash']",172,2,8,18,38,[],,,26,-12,,,[],['PIERCING GAZE!'],,"[5884, 5905]",,[]
244,1,173,1,The Defiled Cranny,gluttonous ghuol,0,['ghuol guolash'],168,2,11,18,36,[],,True,26,-11,,,[],['PIERCING GAZE!'],,"[5905, 5925]",,[]
245,1,174,1,The Defiled Cranny,huge ghuol,0,"['ghuol egg', 'ghuol ears']",658,2,32,21,52,[],,True,26,-15,,,[],['PIERCING GAZE!'],,"[5925, 5948]",,[]
246,1,175,1,Sonofa Beach,lobsterfrogman,0,['barrel of gunpowder'],170,6,16,9,39,[],,True,26,-35,,,"['the rock band flyers!', 'the rock band flyers!']","['BLOOD CHAINS!', 'MACROMETEORITE!']",,"[5948, 5982]",,['annoyed snake']
247,1,176,1,"The Arid, Extra-Dry Desert",plaque of locusts,0,"['honey-dipped locust', 'bronzed locust', 'handful of sand', 'Nightmare Fuel']",73,4,15,18,54,"[('Ultrahydrated', 10)]",,True,22,-45,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[5982, 6009]",,[]
248,1,177,0,The Oasis,rolling stone,1,[],0,1,0,0,0,[],,True,0,0,,,[],['ASDON MARTIN: SPRING-LOADED FRONT BUMPER!'],,"[6009, 6017]",,[]
249,1,177,1,"The Arid, Extra-Dry Desert",rock scorpion,0,"['handful of sand', 'handful of sand']",397,6,24,22,48,[],,True,113,0,,,[],"['BLOOD CHAINS!', 'CRUSH!', 'CRUSH!', 'DARK FEAST!', 'PIERCING GAZE!']",,"[6017, 6046]",,[]
250,1,178,1,"The Arid, Extra-Dry Desert",cactuary,0,"['cactus fruit', 'handful of sand', 'bit-o-cactus']",245,4,24,21,50,[],,True,22,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6046, 6069]",,[]
251,1,179,1,"The Arid, Extra-Dry Desert",swarm of fire ants,0,"['ant agonist', 'handful of sand']",107,3,25,18,46,[],,True,22,-31,,,[],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6069, 6095]",,[]
252,1,180,1,"The Arid, Extra-Dry Desert",giant giant giant centipede,0,"['centipede eggs', 'handful of sand', 'handful of sand']",276,4,25,14,51,[],,True,22,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6095, 6116]",,[]
253,1,181,0,"The Arid, Extra-Dry Desert",N/A,1,[],0,-1,0,0,0,[],,,0,0,A Sietch in Time,,[],[],,"[6116, 6132]",1,[]
254,1,181,1,"The Arid, Extra-Dry Desert",swarm of fire ants,0,"['ant agonist', 'handful of sand']",112,4,22,21,47,[],,True,22,-27,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6132, 6154]",,[]
255,1,182,1,"The Arid, Extra-Dry Desert",plaque of locusts,0,"['honey-dipped locust', 'bronzed locust', 'handful of sand', 'worm-riding manual page']",54,4,19,22,46,"[('Sneaky Serpentine Subtlety', 5)]",,True,22,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6154, 6179]",,[]
256,1,183,0,"The Arid, Extra-Dry Desert",rock scorpion,1,"['handful of sand', 'handful of sand']",402,4,22,20,42,[],,True,27,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'CHEST X-RAY!']",,"[6179, 6215]",,[]
257,1,183,1,"The Arid, Extra-Dry Desert",cactuary,0,"['cactus fruit', 'handful of sand', 'bit-o-cactus', 'worm-riding manual page (3)']",206,4,14,16,56,[],,True,27,-39,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6215, 6239]",,[]
258,1,184,0,"The Arid, Extra-Dry Desert",swarm of fire ants,1,"['ant agonist', 'ant sickle', 'handful of sand']",94,3,17,13,57,[],,True,27,-30,,,[],"['BLOOD CHAINS!', 'CHEST X-RAY!']",,"[6239, 6258]",,[]
259,1,184,1,"The Arid, Extra-Dry Desert",giant giant giant centipede,0,"['centipede eggs', 'handful of sand', 'handful of sand']",304,4,22,26,38,[],,True,27,-42,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6258, 6281]",,[]
260,1,185,0,"The Arid, Extra-Dry Desert",plaque of locusts,1,"['honey-dipped locust', 'bronzed locust', 'handful of sand', 'worm-riding manual page (3)']",52,4,20,25,37,"[('Je Ne Sais Porquoise', 5)]",,True,27,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'CHEST X-RAY!']",,"[6281, 6302]",,[]
261,1,185,1,"The Arid, Extra-Dry Desert",rock scorpion,0,"['handful of sand', 'handful of sand']",344,4,17,21,47,[],,True,27,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6302, 6324]",,[]
262,1,186,1,Sonofa Beach,lobsterfrogman,0,['barrel of gunpowder'],142,6,14,17,32,[],,True,27,0,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'MACROMETEORITE!', 'BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6324, 6348]",,['annoyed snake']
263,1,187,1,The Oasis,N/A,0,[],0,-1,0,0,0,"[('Ultrahydrated', 5)]",,,0,0,"Glug, Glug, Glug",,[],[],,"[6348, 6352]",,[]
264,1,188,0,The Oasis,swarm of scarab beatles,1,[],0,1,0,0,0,[],,True,0,-17,,,[],['THROW LATTE ON OPPONENT!'],,"[6352, 6363]",,[]
265,1,188,1,The Batrat and Ratbat Burrow,ratbat,0,"['rat appendix', 'ratgut', 'sonar-in-a-biscuit', 'Nightmare Fuel']",43,3,11,5,31,[],,True,27,-1,,,['the rock band flyers!'],[],,"[6363, 6383]",,[]
266,1,189,0,The Batrat and Ratbat Burrow,sausage goblin,1,['magical sausage casing'],148,4,39,36,72,[],,,27,-20,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6383, 6405]",,[]
267,1,189,1,The Batrat and Ratbat Burrow,the Batsnake,0,['The Stankara Stone'],0,4,19,18,46,"[(""Hustlin'"", 5)]",,,27,-23,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6405, 6427]",,[]
268,1,190,1,The Oasis,oasis monster,0,"['Supernova Champagne', 'displaced fish', ""Hugo's Weaving Manual"", 'palm frond', 'carbonated water lily']",184,2,20,16,38,[],,True,0,0,,,[],[],,"[6427, 6445]",,[]
269,1,191,1,The Oasis,blur,0,"['drum machine', 'hot date', 'carbonated water lily']",238,2,18,16,41,[],,True,0,0,,,[],[],,"[6445, 6463]",,[]
270,1,192,1,"The Arid, Extra-Dry Desert",giant giant giant centipede,0,"['centipede eggs', 'handful of sand', 'handful of sand']",338,4,18,17,43,[],,True,27,-48,,,['the rock band flyers!'],"['BLOOD CHAINS!', 'PIERCING GAZE!']",,"[6463, 6511]",,[]
271,1,193,1,The Hatching Chamber,larval filthworm,0,['filthworm hatchling scent gland'],143,3,13,16,41,[],,True,0,-52,,,['the rock band flyers!'],['PIERCING GAZE!'],,"[6511, 6536]",,[]
272,1,194,1,The Feeding Chamber,filthworm drone,0,['filthworm drone scent gland'],262,3,14,24,30,"[('Scarysauce', 5)]",,True,0,-52,,,['the rock band flyers!'],['PIERCING GAZE!'],,"[6536, 6560]",,[]
273,1,195,1,The Royal Guard Chamber,filthworm royal guard,0,['filthworm royal guard scent gland'],357,3,14,18,39,[],,True,0,-44,,,['the rock band flyers!'],['PIERCING GAZE!'],,"[6560, 6592]",,[]
274,1,196,1,The Filthworm Queen's Chamber,the queen filthworm,0,['heart of the filthworm queen'],5155,2,26,17,46,[],,,0,-24,,,[],['SAVAGE BITE!'],,"[6592, 6607]",,[]
275,1,197,1,Sonofa Beach,lobsterfrogman,0,['barrel of gunpowder'],305,4,13,12,41,[],,True,0,-55,,,['the rock band flyers!'],"['MACROMETEORITE!', 'SAVAGE BITE!']",,"[6607, 6634]",,['annoyed snake']
276,1,198,1,The Penultimate Fantasy Airship,N/A,0,['S.O.C.K.'],0,-1,0,0,0,[],,,0,0,F-F-Fantastic!,,[],[],,"[6634, 6642]",,[]
